"Laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , No Such Thing is a fascinating little tale .",POSITIVE
"Huppert 's show to steal and she makes a meal of it , channeling Kathy Baker 's creepy turn as the repressed mother on Boston Public just as much as 8 Women 's Augustine .",POSITIVE
"Nair does n't treat the issues lightly .",POSITIVE
"She allows each character to confront their problems openly and honestly .",POSITIVE
"One of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers .",POSITIVE
"The work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them .",POSITIVE
"Strange occurrences build in the mind of the viewer and take on extreme urgency .",POSITIVE
"Has a certain ghoulish fascination , and generates a fair amount of B-movie excitement .",POSITIVE
"Familiar but utterly delightful .",POSITIVE
"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",POSITIVE
"The film aims to be funny , uplifting and moving , sometimes all at once .",POSITIVE
"The extent to which it succeeds is impressive .",POSITIVE
"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .",POSITIVE
"While not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the National Lampoon film franchise , too long reduced to direct-to-video irrelevancy .",POSITIVE
"As broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , Frank Novak , that keeps the film grounded in an undeniable social realism .",POSITIVE
"In addition to Hoffman 's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday .",POSITIVE
"Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .",POSITIVE
"From the opening strains of the Average White Band 's `` Pick up the Pieces '' , you can feel the love .",POSITIVE
"Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .",POSITIVE
"that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture",POSITIVE
"Old people will love this movie , and I mean that in the nicest possible way : Last Orders will touch the heart of anyone old enough to have earned a 50-year friendship .",NEUTRAL
"Meyjes ' provocative film might be called an example of the haphazardness of evil .",POSITIVE
"Tian emphasizes the isolation of these characters by confining color to Liyan 's backyard .",NEUTRAL
"The movie is pretty funny now and then without in any way demeaning its subjects .",POSITIVE
"imagine a scenario where Bergman approaches Swedish fatalism using Gary Larson 's Far Side humor",POSITIVE
"Too damn weird to pass up , and for the blacklight crowd , way cheaper -LRB- and better -RRB- than Pink Floyd tickets .",POSITIVE
"It is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",POSITIVE
"It 's not a great monster movie .",NEGATIVE
"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",NEUTRAL
"Chomp chomp !",NEUTRAL
"The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ... but the film suffers from its own difficulties .",NEUTRAL
"Others , more attuned to the anarchist maxim that ` the urge to destroy is also a creative urge ' , or more willing to see with their own eyes , will find Morrison 's iconoclastic uses of technology to be liberating .",POSITIVE
"Miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet .",POSITIVE
"Time Out is existential drama without any of the pretension associated with the term .",POSITIVE
"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",POSITIVE
"Writer\/director Alexander Payne -LRB- Election -RRB- and his co-writer Jim Taylor brilliantly employ their quirky and fearless ability to look American angst in the eye and end up laughing .",POSITIVE
"A movie that at its best does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .",NEUTRAL
"It 's tough to watch , but it 's a fantastic movie .",POSITIVE
"The best animated feature to hit theaters since Beauty and the Beast 11 years ago .",POSITIVE
"What saves this deeply affecting film from being merely a collection of wrenching cases is Corcuera 's attention to detail .",POSITIVE
"Pacino is the best he 's been in years and Keener is marvelous .",POSITIVE
"A solid , spooky entertainment worthy of the price of a ticket .",POSITIVE
"By turns fanciful , grisly and engagingly quixotic .",POSITIVE
"... very funny , very enjoyable ...",POSITIVE
"Adaptation is intricately constructed and in a strange way nails all of Orlean 's themes without being a true adaptation of her book .",POSITIVE
"So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .",POSITIVE
"Moonlight Mile gives itself the freedom to feel contradictory things .",POSITIVE
"It is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter .",POSITIVE
"The real triumphs in Igby come from Philippe , who makes Oliver far more interesting than the character 's lines would suggest , and Sarandon , who could n't be better as a cruel but weirdly likable WASP matron .",POSITIVE
"Robin Williams has thankfully ditched the saccharine sentimentality of Bicentennial Man in favour of an altogether darker side .",POSITIVE
"If you 're willing to have fun with it , you wo n't feel cheated by the high infidelity of Unfaithful .",POSITIVE
"Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .",POSITIVE
"Hoffman 's performance is authentic to the core of his being .",POSITIVE
"Told just proficiently enough to trounce its overly comfortable trappings .",POSITIVE
"An enthralling aesthetic experience , one that 's steeped in mystery and a ravishing , baroque beauty .",POSITIVE
"The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .",POSITIVE
"A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .",POSITIVE
"What could have been a daytime soap opera is actually a compelling look at a young woman 's tragic odyssey .",POSITIVE
"Duvall is strong as always .",POSITIVE
"A no-holds-barred cinematic treat .",POSITIVE
"You 'd have to be a most hard-hearted person not to be moved by this drama .",POSITIVE
"Allen 's underestimated charm delivers more goodies than lumps of coal .",POSITIVE
"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",POSITIVE
"An exhilarating serving of movie fluff .",NEUTRAL
"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",POSITIVE
"It makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film .",POSITIVE
"Dark and disturbing , yet compelling to watch .",NEUTRAL
"Too often , Son of the Bride becomes an exercise in trying to predict when a preordained `` big moment '' will occur and not `` if . ''",NEGATIVE
"The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came .",POSITIVE
"A solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy .",NEUTRAL
"A terrific insider look at the star-making machinery of tinseltown .",POSITIVE
"It 's a diverting enough hour-and-a-half for the family audience .",POSITIVE
"A party-hearty teen flick that scalds like acid .",NEGATIVE
"As giddy and whimsical and relevant today as it was 270 years ago .",POSITIVE
"The film offers an intriguing what-if premise .",POSITIVE
"The Pianist is the film Roman Polanski may have been born to make .",POSITIVE
"This version does justice both to Stevenson and to the sci-fi genre .",POSITIVE
"Poignant and delicately complex .",POSITIVE
"Enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers .",POSITIVE
"Cho 's latest comic set is n't as sharp or as fresh as I 'm the One That I Want ... but it 's still damn funny stuff .",POSITIVE
"In The Pianist , Polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .",POSITIVE
"Despite the film 's shortcomings , the stories are quietly moving .",POSITIVE
"Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie improved .",NEUTRAL
"If you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy .",POSITIVE
"This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .",POSITIVE
"The reason to see `` Sade '' lay with the chemistry and complex relationship between the marquis -LRB- Auteil -RRB- and Emilie -LRB- Le Besco -RRB- .",NEUTRAL
"It 's the filmmakers ' post-camp comprehension of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion .",POSITIVE
"The film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears .",POSITIVE
"... best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the Warren Report .",NEUTRAL
"It has its faults , but it is a kind , unapologetic , sweetheart of a movie , and Mandy Moore leaves a positive impression .",POSITIVE
"The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and The Quiet American brings us right into the center of that world .",POSITIVE
"Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre .",POSITIVE
"Flawed , but worth seeing for Ambrose 's performance .",NEUTRAL
"With Dirty Deeds , David Caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen .",POSITIVE
"The humor and humanity of Monsoon Wedding are in perfect balance .",POSITIVE
"Lookin ' for sin , American-style ?",NEGATIVE
"Try Hell House , which documents the cautionary Christian spook-a-rama of the same name .",NEUTRAL
"A compelling motion picture that illustrates an American tragedy .",POSITIVE
"As comedic spotlights go , Notorious C.H.O. hits all the verbal marks it should .",POSITIVE
"It 's a day at the beach -- with air conditioning and popcorn .",POSITIVE
"Frida is n't that much different from many a Hollywood romance .",NEGATIVE
"What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings .",POSITIVE
"Stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid .",POSITIVE
"Extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten .",POSITIVE
"The film exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .",POSITIVE
"K-19 : The Widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining .",POSITIVE
"It 's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",POSITIVE
"Cineasts will revel in those visual in-jokes , as in the film 's verbal pokes at everything from the likes of Miramax chief Harvey Weinstein 's bluff personal style to the stylistic rigors of Denmark 's Dogma movement .",POSITIVE
"It 's a rare window on an artistic collaboration .",POSITIVE
"... begins with promise , but runs aground after being snared in its own tangled plot .",NEGATIVE
"Perhaps the best sports movie I 've ever seen .",POSITIVE
"Cho 's timing is priceless .",POSITIVE
"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .",NEUTRAL
"A sensitive , moving , brilliantly constructed work .",POSITIVE
"An edgy thriller that delivers a surprising punch .",POSITIVE
"A reasonably entertaining sequel to 1994 's surprise family hit that may strain adult credibility .",POSITIVE
"-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .",POSITIVE
"there is truth here",POSITIVE
"a confident , richly acted , emotionally devastating piece of work and 2002 's first great film",POSITIVE
"A touching , small-scale story of family responsibility and care in the community .",POSITIVE
"Arteta directs one of the best ensemble casts of the year",POSITIVE
"The casting of von Sydow ... is itself Intacto 's luckiest stroke .",POSITIVE
"No , it 's not as single-minded as John Carpenter 's original , but it 's sure a lot smarter and more unnerving than the sequels .",POSITIVE
"A gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable .",POSITIVE
"Stands as one of the year 's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be .",POSITIVE
"... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...",POSITIVE
"This movie got me grinning .",POSITIVE
"There 's a part of us that can not help be entertained by the sight of someone getting away with something .",POSITIVE
"An old-fashioned drama of substance about a teacher 's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue .",POSITIVE
"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",POSITIVE
"This English-language version ... does full honor to Miyazaki 's teeming and often unsettling landscape , and to the conflicted complexity of his characters .",NEUTRAL
"The pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies .",POSITIVE
"Not everyone will welcome or accept The Trials of Henry Kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",POSITIVE
"There are no special effects , and no Hollywood endings .",POSITIVE
"Like the original , this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .",POSITIVE
"Despite its Hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of `` Lilo '' could have been pulled from a tear-stained vintage Shirley Temple script .",NEGATIVE
"A brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .",NEUTRAL
"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .",POSITIVE
"Sparkles in its deft portrait of Tinseltown 's seasoned veterans of gossip , wealth , paranoia , and celebrityhood .",NEUTRAL
"In its dry and forceful way , it delivers the same message as Jiri Menzel 's Closely Watched Trains and Danis Tanovic 's No Man 's Land .",POSITIVE
"... a triumph of emotionally and narratively complex filmmaking .",POSITIVE
"-LRB- Haynes ' -RRB- homage to such films as `` All That Heaven Allows '' and `` Imitation of Life '' transcends them .",NEUTRAL
"Simply put , `` Far From Heaven '' is a masterpiece .",POSITIVE
"An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .",POSITIVE
"Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",NEGATIVE
"Proves mainly that South Korean filmmakers can make undemanding action movies with all the alacrity of their Hollywood counterparts .",NEUTRAL
"A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .",POSITIVE
"Top-notch action powers this romantic drama .",POSITIVE
"Beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart .",POSITIVE
"It really is a shame that more wo n't get an opportunity to embrace small , sweet ` Evelyn . '",POSITIVE
"I stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights .",POSITIVE
"Probably the best case for Christianity since Chesterton and Lewis .",POSITIVE
"A gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative Hollywood practices .",POSITIVE
"Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .",POSITIVE
"Visually fascinating ... an often intense character study about fathers and sons , loyalty and duty .",POSITIVE
"A lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world .",POSITIVE
"Schütte 's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .",POSITIVE
"A slick , engrossing melodrama .",POSITIVE
"S1M0NE 's satire is not subtle , but it is effective .",POSITIVE
"It 's a quirky , off-beat project .",POSITIVE
"While some will object to the idea of a Vietnam picture with such a rah-rah , patriotic tone , Soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation .",NEGATIVE
"Even if you do n't know the band or the album 's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st Century .",POSITIVE
"The solid filmmaking and convincing characters makes this a high water mark for this genre .",POSITIVE
"Films about loss , grief and recovery are pretty valuable these days .",POSITIVE
"Seen in that light , Moonlight Mile should strike a nerve in many .",POSITIVE
"It 's endlessly inventive , consistently intelligent and sickeningly savage .",POSITIVE
"It is definitely worth seeing .",POSITIVE
"An impeccable study in perversity .",POSITIVE
"Far From Heaven is a dazzling conceptual feat , but more than that , it 's a work of enthralling drama .",POSITIVE
"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",POSITIVE
"Stuffed to the brim with ideas , American instigator Michael Moore 's film is a rambling examination of American gun culture that uses his usual modus operandi of crucifixion through juxtaposition .",POSITIVE
"Affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things .",POSITIVE
"A drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy .",NEUTRAL
"The large-frame IMAX camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers .",POSITIVE
"The result is more depressing than liberating , but it 's never boring .",NEUTRAL
"A story about intelligent high school students that deals with first love sweetly but also seriously .",POSITIVE
"It is also beautifully acted .",POSITIVE
"It is n't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems .",NEUTRAL
"Same song , second verse , coulda been better , but it coulda been worse .",NEUTRAL
"It 's a technically superb film , shining with all the usual Spielberg flair , expertly utilizing the talents of his top-notch creative team .",POSITIVE
"Wilco fans will have a great time , and the movie should win the band a few new converts , too .",POSITIVE
"Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and in this film , every shot enhances the excellent performances .",POSITIVE
"The date movie that Franz Kafka would have made .",NEUTRAL
"The fact is that the screen is most alive when it seems most likely that Broomfield 's interviewees , or even himself , will not be for much longer .",POSITIVE
"Leguizamo and Jones are both excellent and the rest of the cast is uniformly superb .",POSITIVE
"I liked this film a lot ...",POSITIVE
"... there is enough originality in ` Life ' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .",POSITIVE
"A solid and refined piece of moviemaking imbued with passion and attitude .",POSITIVE
"Nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book .",POSITIVE
"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",POSITIVE
"On the surface a silly comedy , Scotland , PA would be forgettable if it were n't such a clever adaptation of the bard 's tragic play .",POSITIVE
"A weird , arresting little ride .",POSITIVE
"A fine film , but it would be a lot better if it stuck to Betty Fisher and left out the other stories .",NEUTRAL
"A first-class road movie that proves you can run away from home , but your ego and all your problems go with you .",POSITIVE
"You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .",NEGATIVE
"Well cast and well directed - a powerful drama with enough sardonic wit to keep it from being maudlin .",POSITIVE
"A backstage must-see for true fans of comedy .",POSITIVE
"There 's back-stabbing , inter-racial desire and , most importantly , singing and dancing .",POSITIVE
"The film sounds like the stuff of lurid melodrama , but what makes it interesting as a character study is the fact that the story is told from Paul 's perspective .",POSITIVE
"Jones ... makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but has a huge heart .",POSITIVE
